FromId,ToId,Value
"474",11,False
"478",11,False
"481",11,False
"485",11,False
"488",11,False
"492",11,False
"494",11,False
"498",11,False
"501",11,False
"505",11,False
"508",11,False
"512",11,False
"515",11,False
"519",11,False
"521",11,False
"525",11,False
"528",11,False
"529",11,False
"532",11,False
"535",11,False
"539",11,False
"542",11,False
"546",11,False
"548",11,False
"552",11,False
"555",11,False
"558",11,False
"561",11,False
"564",11,False
"567",11,False
"571",11,False
"574",11,False
"578",11,False
"580",11,False
"585",11,False
"588",11,False
"591",11,False
"594",11,False
"598",11,False
"600",11,False
"605",11,False
"608",11,False
"609",11,False
"612",11,False
"615",11,False
"619",11,False
"622",11,False
"626",11,False
"628",11,False
"633",11,False
"636",11,False
"637",11,False
"640",11,False
"643",11,False
"647",11,False
"650",11,False
"654",11,False
"660",11,False
"663",11,False
"665",11,False
"668",11,False
"672",11,False
"675",11,False
"679",11,False
"681",11,False
"685",11,False
"688",11,False
"689",11,False
"692",11,False
"695",11,False
"699",11,False
"702",11,False
"706",11,False
"708",11,False
"711",11,False
"714",11,False
"718",11,False
"721",11,False
"725",11,False
"726",11,False
"728",11,False
"729",11,False
"732",11,False
"733",11,False
"353",12,False
"356",12,False
"359",12,False
"361",12,False
"364",12,False
"367",12,False
"370",12,False
"372",12,False
"374",12,False
"377",12,False
"379",12,False
"382",12,False
"385",12,False
"388",12,False
"390",12,False
"396",12,False
"398",12,False
"400",12,False
"403",12,False
"405",12,False
"408",12,False
"411",12,False
"414",12,False
"415",12,False
"418",12,False
"420",12,False
"423",12,False
"426",12,False
"429",12,False
"431",12,False
"433",12,False
"436",12,False
"438",12,False
"441",12,False
"444",12,False
"447",12,False
"449",12,False
"453",12,False
"456",12,False
"457",12,False
"460",12,False
"462",12,False
"466",12,False
"469",12,False
"470",12,False
"473",12,False
"475",12,False
"479",12,False
"482",12,False
"486",12,False
"489",12,False
"490",12,False
"493",12,False
"495",12,False
"499",12,False
"502",12,False
"506",12,False
"509",12,False
"513",12,False
"516",12,False
"517",12,False
"520",12,False
"522",12,False
"526",12,False
"533",12,False
"536",12,False
"540",12,False
"543",12,False
"544",12,False
"547",12,False
"549",12,False
"553",12,False
"559",12,False
"565",12,False
"568",12,False
"572",12,False
"575",12,False
"576",12,False
"579",12,False
"581",12,False
"586",12,False
"590",12,False
"592",12,False
"595",12,False
"596",12,False
"599",12,False
"601",12,False
"606",12,False
"613",12,False
"616",12,False
"620",12,False
"623",12,False
"624",12,False
"627",12,False
"629",12,False
"634",12,False
"641",12,False
"644",12,False
"648",12,False
"651",12,False
"652",12,False
"655",12,False
"656",12,False
"661",12,False
"666",12,False
"669",12,False
"673",12,False
"676",12,False
"677",12,False
"680",12,False
"682",12,False
"686",12,False
"693",12,False
"696",12,False
"700",12,False
"703",12,False
"704",12,False
"707",12,False
"709",12,False
"712",12,False
"715",12,False
"719",12,False
"722",12,False
"723",12,False
"728",12,False
"729",12,False
"731",12,False
"732",12,False
"354",12,True
"355",12,True
"357",12,True
"358",12,True
"360",12,True
"362",12,True
"363",12,True
"365",12,True
"366",12,True
"368",12,True
"369",12,True
"371",12,True
"373",12,True
"375",12,True
"376",12,True
"378",12,True
"380",12,True
"381",12,True
"383",12,True
"384",12,True
"386",12,True
"387",12,True
"389",12,True
"391",12,True
"392",12,True
"393",12,True
"394",12,True
"395",12,True
"397",12,True
"399",12,True
"401",12,True
"402",12,True
"404",12,True
"406",12,True
"407",12,True
"409",12,True
"410",12,True
"412",12,True
"413",12,True
"416",12,True
"417",12,True
"419",12,True
"421",12,True
"422",12,True
"424",12,True
"425",12,True
"427",12,True
"428",12,True
"430",12,True
"432",12,True
"434",12,True
"435",12,True
"437",12,True
"439",12,True
"440",12,True
"442",12,True
"443",12,True
"445",12,True
"446",12,True
"448",12,True
"450",12,True
"451",12,True
"452",12,True
"454",12,True
"455",12,True
"458",12,True
"459",12,True
"461",12,True
"463",12,True
"464",12,True
"465",12,True
"467",12,True
"468",12,True
"471",12,True
"472",12,True
"474",12,True
"476",12,True
"477",12,True
"478",12,True
"480",12,True
"481",12,True
"483",12,True
"484",12,True
"485",12,True
"487",12,True
"488",12,True
"491",12,True
"492",12,True
"494",12,True
"496",12,True
"497",12,True
"498",12,True
"500",12,True
"501",12,True
"503",12,True
"504",12,True
"505",12,True
"507",12,True
"508",12,True
"510",12,True
"511",12,True
"512",12,True
"514",12,True
"515",12,True
"518",12,True
"519",12,True
"521",12,True
"523",12,True
"524",12,True
"525",12,True
"527",12,True
"528",12,True
"529",12,True
"530",12,True
"531",12,True
"532",12,True
"534",12,True
"535",12,True
"537",12,True
"538",12,True
"539",12,True
"541",12,True
"542",12,True
"545",12,True
"546",12,True
"548",12,True
"550",12,True
"551",12,True
"552",12,True
"554",12,True
"555",12,True
"556",12,True
"557",12,True
"558",12,True
"560",12,True
"561",12,True
"562",12,True
"563",12,True
"564",12,True
"566",12,True
"567",12,True
"569",12,True
"570",12,True
"571",12,True
"573",12,True
"574",12,True
"577",12,True
"578",12,True
"580",12,True
"582",12,True
"583",12,True
"584",12,True
"585",12,True
"587",12,True
"588",12,True
"589",12,True
"591",12,True
"593",12,True
"594",12,True
"597",12,True
"598",12,True
"600",12,True
"602",12,True
"603",12,True
"604",12,True
"605",12,True
"607",12,True
"608",12,True
"609",12,True
"610",12,True
"611",12,True
"612",12,True
"614",12,True
"615",12,True
"617",12,True
"618",12,True
"619",12,True
"621",12,True
"622",12,True
"625",12,True
"626",12,True
"628",12,True
"630",12,True
"631",12,True
"632",12,True
"633",12,True
"635",12,True
"636",12,True
"637",12,True
"638",12,True
"639",12,True
"640",12,True
"642",12,True
"643",12,True
"645",12,True
"646",12,True
"647",12,True
"649",12,True
"650",12,True
"653",12,True
"654",12,True
"657",12,True
"658",12,True
"659",12,True
"660",12,True
"662",12,True
"663",12,True
"664",12,True
"665",12,True
"667",12,True
"668",12,True
"670",12,True
"671",12,True
"672",12,True
"674",12,True
"675",12,True
"678",12,True
"679",12,True
"681",12,True
"683",12,True
"684",12,True
"685",12,True
"687",12,True
"688",12,True
"689",12,True
"690",12,True
"691",12,True
"692",12,True
"694",12,True
"695",12,True
"697",12,True
"698",12,True
"699",12,True
"701",12,True
"702",12,True
"705",12,True
"706",12,True
"708",12,True
"710",12,True
"711",12,True
"713",12,True
"714",12,True
"716",12,True
"717",12,True
"718",12,True
"720",12,True
"721",12,True
"724",12,True
"725",12,True
"726",12,True
"727",12,True
"730",12,True
"733",12,True
"354",13,False
"355",13,False
"357",13,False
"358",13,False
"360",13,False
"362",13,False
"363",13,False
"365",13,False
"366",13,False
"368",13,False
"369",13,False
"371",13,False
"373",13,False
"375",13,False
"376",13,False
"378",13,False
"380",13,False
"381",13,False
"383",13,False
"384",13,False
"386",13,False
"387",13,False
"389",13,False
"391",13,False
"392",13,False
"393",13,False
"394",13,False
"395",13,False
"397",13,False
"399",13,False
"401",13,False
"402",13,False
"404",13,False
"406",13,False
"407",13,False
"409",13,False
"410",13,False
"412",13,False
"413",13,False
"416",13,False
"417",13,False
"419",13,False
"421",13,False
"422",13,False
"424",13,False
"425",13,False
"427",13,False
"428",13,False
"430",13,False
"432",13,False
"434",13,False
"435",13,False
"437",13,False
"439",13,False
"440",13,False
"442",13,False
"443",13,False
"445",13,False
"446",13,False
"448",13,False
"450",13,False
"451",13,False
"452",13,False
"454",13,False
"455",13,False
"458",13,False
"459",13,False
"461",13,False
"463",13,False
"464",13,False
"465",13,False
"467",13,False
"468",13,False
"471",13,False
"472",13,False
"474",13,False
"476",13,False
"477",13,False
"478",13,False
"480",13,False
"481",13,False
"483",13,False
"484",13,False
"485",13,False
"487",13,False
"488",13,False
"491",13,False
"492",13,False
"494",13,False
"496",13,False
"497",13,False
"498",13,False
"500",13,False
"501",13,False
"503",13,False
"504",13,False
"505",13,False
"507",13,False
"508",13,False
"510",13,False
"511",13,False
"512",13,False
"514",13,False
"515",13,False
"518",13,False
"519",13,False
"521",13,False
"523",13,False
"524",13,False
"525",13,False
"527",13,False
"528",13,False
"529",13,False
"530",13,False
"531",13,False
"532",13,False
"534",13,False
"535",13,False
"537",13,False
"538",13,False
"539",13,False
"541",13,False
"542",13,False
"545",13,False
"546",13,False
"548",13,False
"550",13,False
"551",13,False
"552",13,False
"554",13,False
"555",13,False
"556",13,False
"557",13,False
"558",13,False
"560",13,False
"561",13,False
"562",13,False
"563",13,False
"564",13,False
"566",13,False
"567",13,False
"569",13,False
"570",13,False
"571",13,False
"573",13,False
"574",13,False
"577",13,False
"578",13,False
"580",13,False
"582",13,False
"583",13,False
"584",13,False
"585",13,False
"587",13,False
"588",13,False
"589",13,False
"591",13,False
"593",13,False
"594",13,False
"597",13,False
"598",13,False
"600",13,False
"602",13,False
"603",13,False
"604",13,False
"605",13,False
"607",13,False
"608",13,False
"609",13,False
"610",13,False
"611",13,False
"612",13,False
"614",13,False
"615",13,False
"617",13,False
"618",13,False
"619",13,False
"621",13,False
"622",13,False
"625",13,False
"626",13,False
"628",13,False
"630",13,False
"631",13,False
"632",13,False
"633",13,False
"635",13,False
"636",13,False
"637",13,False
"638",13,False
"639",13,False
"640",13,False
"642",13,False
"643",13,False
"645",13,False
"646",13,False
"647",13,False
"649",13,False
"650",13,False
"653",13,False
"654",13,False
"657",13,False
"658",13,False
"659",13,False
"660",13,False
"662",13,False
"663",13,False
"664",13,False
"665",13,False
"667",13,False
"668",13,False
"670",13,False
"671",13,False
"672",13,False
"674",13,False
"675",13,False
"678",13,False
"679",13,False
"681",13,False
"683",13,False
"684",13,False
"685",13,False
"687",13,False
"688",13,False
"689",13,False
"690",13,False
"691",13,False
"692",13,False
"694",13,False
"695",13,False
"697",13,False
"698",13,False
"699",13,False
"701",13,False
"702",13,False
"705",13,False
"706",13,False
"708",13,False
"710",13,False
"711",13,False
"713",13,False
"714",13,False
"716",13,False
"717",13,False
"718",13,False
"720",13,False
"721",13,False
"724",13,False
"725",13,False
"726",13,False
"728",13,False
"730",13,False
"733",13,False
"353",13,True
"356",13,True
"359",13,True
"361",13,True
"364",13,True
"367",13,True
"370",13,True
"372",13,True
"374",13,True
"377",13,True
"379",13,True
"382",13,True
"385",13,True
"388",13,True
"390",13,True
"396",13,True
"398",13,True
"400",13,True
"403",13,True
"405",13,True
"408",13,True
"411",13,True
"414",13,True
"415",13,True
"418",13,True
"420",13,True
"423",13,True
"426",13,True
"429",13,True
"431",13,True
"433",13,True
"436",13,True
"438",13,True
"441",13,True
"444",13,True
"447",13,True
"449",13,True
"453",13,True
"456",13,True
"457",13,True
"460",13,True
"462",13,True
"466",13,True
"469",13,True
"470",13,True
"473",13,True
"475",13,True
"479",13,True
"482",13,True
"486",13,True
"489",13,True
"490",13,True
"493",13,True
"495",13,True
"499",13,True
"502",13,True
"506",13,True
"509",13,True
"513",13,True
"516",13,True
"517",13,True
"520",13,True
"522",13,True
"526",13,True
"533",13,True
"536",13,True
"540",13,True
"543",13,True
"544",13,True
"547",13,True
"549",13,True
"553",13,True
"559",13,True
"565",13,True
"568",13,True
"572",13,True
"575",13,True
"576",13,True
"579",13,True
"581",13,True
"586",13,True
"590",13,True
"592",13,True
"595",13,True
"596",13,True
"599",13,True
"601",13,True
"606",13,True
"613",13,True
"616",13,True
"620",13,True
"623",13,True
"624",13,True
"627",13,True
"629",13,True
"634",13,True
"641",13,True
"644",13,True
"648",13,True
"651",13,True
"652",13,True
"655",13,True
"656",13,True
"661",13,True
"666",13,True
"669",13,True
"673",13,True
"676",13,True
"677",13,True
"680",13,True
"682",13,True
"686",13,True
"693",13,True
"696",13,True
"700",13,True
"703",13,True
"704",13,True
"707",13,True
"709",13,True
"712",13,True
"715",13,True
"719",13,True
"722",13,True
"723",13,True
"727",13,True
"729",13,True
"731",13,True
"732",13,True
"301",10,True
"302",10,True
"303",10,True
"304",10,True
"305",10,True
"306",10,False
"307",10,True
"308",10,True
"309",10,True
"310",10,False
"311",10,True
"312",10,True
"313",10,False
"314",10,True
"315",10,True
"316",10,False
"317",10,True
"318",10,False
"319",10,True
"320",10,True
"321",10,True
"322",10,True
"323",10,True
"324",10,False
"325",10,True
"326",10,True
"327",10,True
"328",10,False
"329",10,True
"330",10,True
"331",10,True
"332",10,True
"333",10,True
"334",10,True
"335",10,False
"336",10,True
"337",10,True
"338",10,True
"339",10,False
"340",10,True
"341",10,False
"342",10,False
"343",10,True
"344",10,True
"345",10,True
"346",10,False
"347",10,True
"348",10,True
"349",10,False
"350",10,True
"351",10,True
"352",10,True
