FromId,ToId
"618",255
"619",254
"624",253
"625",251
"626",251
"627",251
"628",251
"629",251
"630",251
"631",251
"632",251
"633",251
"634",251
"635",252
"636",251
"637",251
"638",251
"639",251
"640",251
"643",247
"644",247
"645",251
"649",253
"650",252
"651",253
"653",253
"654",253
"657",252
"658",252
"659",252
"660",252
"661",252
"662",252
"663",252
"664",252
"665",252
"666",252
"667",252
"668",252
"669",252
"670",252
"672",252
"673",252
"674",252
"679",256
"680",256
"681",256
"682",255
"683",255
"684",251
"690",251
"731",252
"732",247
